date,building,students_present,temperature_c,ac_hours_per_day,solar_generated_kwh,electricity_kwh,water_liters,waste_kg
2025-05-16,Admin Block,313,38.9,9.9,187.7,1577.0,13000.2,159.6
2025-05-16,Student Hostel,1500,38.9,10.4,312.4,2784.8,49519.4,666.6
2025-05-16,Central Library,576,38.9,10.6,270.3,1771.5,13742.2,182.2
2025-05-17,Engineering Block,180,37.4,1.9,456.9,1059.6,14483.8,131.6
2025-05-17,Science Block,142,37.4,1.9,426.0,898.8,13212.6,73.9
2025-05-17,Admin Block,45,37.4,1.8,244.6,550.1,8578.8,50.2
2025-05-17,Student Hostel,1350,37.4,9.2,273.7,2534.8,47090.6,650.1
2025-05-17,Central Library,90,37.4,1.6,232.5,615.7,16336.5,46.2
2025-05-18,Engineering Block,180,40.4,2.0,440.7,1031.6,14214.9,134.2
2025-05-18,Science Block,142,40.4,2.2,433.2,911.5,12255.5,96.8
2025-05-18,Admin Block,45,40.4,2.1,252.6,598.8,8734.3,56.4
2025-05-18,Student Hostel,1350,40.4,10.6,288.5,2684.1,46737.4,616.2
2025-05-18,Central Library,90,40.4,2.2,226.9,685.9,8925.3,81.1
2025-05-19,Engineering Block,1206,39.0,9.4,469.4,2480.4,28670.6,407.0
2025-05-19,Science Block,868,39.0,10.0,470.5,2121.2,23072.7,275.9
2025-05-19,Admin Block,281,39.0,9.1,215.5,1539.6,12783.5,111.8
2025-05-19,Student Hostel,1500,39.0,10.5,296.2,2791.4,49788.6,712.5
2025-05-19,Central Library,608,39.0,8.8,243.8,1675.4,14045.4,194.2
2025-05-20,Engineering Block,1149,39.2,9.3,439.9,2403.5,27187.3,408.9
2025-05-20,Science Block,940,39.2,9.0,427.0,2069.9,24358.3,340.2
2025-05-20,Admin Block,302,39.2,10.2,300.2,1604.0,13444.3,141.8
2025-05-20,Student Hostel,1500,39.2,10.6,239.0,2729.9,50701.9,684.3
2025-05-20,Central Library,537,39.2,9.7,277.1,1659.7,13112.6,198.2
2025-05-21,Engineering Block,1129,40.1,11.4,482.8,2552.3,27881.6,391.4
2025-05-21,Science Block,837,40.1,10.3,477.2,2052.0,23254.9,328.8
2025-05-21,Admin Block,303,40.1,10.8,259.8,1682.1,12357.0,163.9
2025-05-21,Student Hostel,1500,40.1,10.1,269.6,2799.7,50681.5,695.0
2025-05-21,Central Library,625,40.1,10.8,276.6,1812.1,14337.3,213.5
2025-05-22,Engineering Block,1238,44.4,13.2,422.9,2737.2,30266.9,447.9
2025-05-22,Science Block,971,44.4,13.2,430.8,2357.6,26224.6,390.7
2025-05-22,Admin Block,263,44.4,14.0,273.3,1748.0,11693.6,111.0
2025-05-22,Student Hostel,1500,44.4,13.2,283.6,2919.3,50427.7,643.1
2025-05-22,Central Library,559,44.4,13.5,302.8,1902.8,14742.8,164.4
2025-05-23,Engineering Block,1202,40.3,10.9,464.8,2556.5,29521.2,423.9
2025-05-23,Science Block,875,40.3,11.1,492.7,2129.3,23355.8,314.6
2025-05-23,Admin Block,306,40.3,10.7,239.8,1641.7,13402.4,142.6
2025-05-23,Student Hostel,1500,40.3,10.2,259.0,2713.7,50263.9,680.3
2025-05-23,Central Library,621,40.3,11.7,254.1,1911.1,14141.5,172.0
2025-05-24,Engineering Block,180,39.5,2.0,497.3,1051.3,14143.5,145.0
2025-05-24,Science Block,142,39.5,2.1,432.5,857.6,13262.3,86.5
2025-05-24,Admin Block,45,39.5,2.0,268.5,571.7,8665.5,44.2
2025-05-24,Student Hostel,1350,39.5,10.6,236.9,2648.0,46481.6,621.4
2025-05-24,Central Library,90,39.5,2.0,249.3,730.8,8079.0,62.1
2025-05-25,Engineering Block,180,41.8,2.2,459.3,1068.0,14255.5,158.1
2025-05-25,Science Block,142,41.8,2.5,477.5,901.0,12659.2,98.0
2025-05-25,Admin Block,45,41.8,2.4,264.8,601.3,8010.4,44.8
2025-05-25,Student Hostel,1350,41.8,12.6,298.4,2809.0,46103.7,640.4
2025-05-25,Central Library,90,41.8,2.3,278.0,654.4,8790.1,13.7
2025-05-26,Engineering Block,1110,38.6,9.3,467.6,2295.4,26711.7,384.5
2025-05-26,Science Block,972,38.6,8.9,455.2,2084.7,24143.9,375.1
2025-05-26,Admin Block,292,38.6,8.8,278.5,1495.7,12415.9,127.7
2025-05-26,Student Hostel,1500,38.6,10.2,264.5,2762.0,49904.9,671.1
2025-05-26,Central Library,567,38.6,9.3,296.8,1691.0,13788.1,194.8
2025-05-27,Engineering Block,1031,34.6,6.0,460.0,2078.9,25684.1,355.8
2025-05-27,Science Block,864,34.6,7.6,435.2,1966.3,22576.7,303.8
2025-05-27,Admin Block,296,34.6,6.9,245.6,1367.1,11980.9,102.0
2025-05-27,Student Hostel,1500,34.6,5.9,248.3,2473.3,49608.6,697.3
2025-05-27,Central Library,576,34.6,6.3,286.8,1518.9,13962.9,152.6
2025-05-28,Engineering Block,1186,38.5,9.7,493.0,2504.4,27420.7,377.9
2025-05-28,Science Block,938,38.5,10.3,482.2,2175.8,23614.4,326.7
2025-05-28,Admin Block,314,38.5,9.2,289.4,1577.8,12399.8,142.3
2025-05-28,Student Hostel,1500,38.5,8.8,237.0,2637.1,49647.9,679.9
2025-05-28,Central Library,585,38.5,8.7,293.2,1597.8,14471.3,176.3
2025-05-29,Engineering Block,1022,35.7,6.9,459.1,2122.3,26668.2,354.4
2025-05-29,Science Block,808,35.7,7.9,471.4,1867.3,22427.3,310.5
2025-05-29,Admin Block,274,35.7,7.2,276.3,1305.2,11018.6,118.0
2025-05-29,Student Hostel,1500,35.7,7.7,250.7,2634.3,48894.7,683.9
2025-05-29,Central Library,599,35.7,8.2,248.2,1614.9,14539.2,167.8
2025-05-30,Engineering Block,1184,38.6,10.1,479.1,2471.0,28813.6,412.9
2025-05-30,Science Block,994,38.6,9.8,479.2,2161.5,24252.8,368.2
2025-05-30,Admin Block,300,38.6,9.9,264.6,1571.8,12331.3,150.9
2025-05-30,Student Hostel,1500,38.6,9.4,283.7,2703.6,49553.2,688.3
2025-05-30,Central Library,603,38.6,10.3,261.8,1775.9,13583.7,183.1
2025-05-31,Engineering Block,180,42.6,2.5,427.4,1072.1,14557.5,153.0
2025-05-31,Science Block,142,42.6,2.5,393.1,945.1,13604.1,103.8
2025-05-31,Admin Block,45,42.6,2.3,228.7,648.9,8118.7,62.0
2025-05-31,Student Hostel,1350,42.6,11.4,272.9,2664.1,46867.4,611.8
2025-05-31,Central Library,90,42.6,2.6,248.2,698.1,9254.6,49.4
2025-06-01,Engineering Block,72,41.4,2.1,462.5,965.7,13871.1,106.6
2025-06-01,Science Block,57,41.4,2.2,437.8,830.5,12128.6,106.1
2025-06-01,Admin Block,18,41.4,2.2,292.0,565.0,7485.9,51.3
2025-06-01,Student Hostel,1350,41.4,11.4,255.6,2700.2,47315.4,631.9
2025-06-01,Central Library,36,41.4,2.3,221.2,592.5,8000.5,21.0
2025-06-02,Engineering Block,472,40.6,11.0,417.7,1949.9,18547.5,238.6
2025-06-02,Science Block,392,40.6,10.9,487.4,1642.6,16576.5,167.7
2025-06-02,Admin Block,107,40.6,11.6,266.6,1262.2,8645.8,59.8
2025-06-02,Student Hostel,1500,40.6,11.5,227.5,2875.9,49502.0,663.5
2025-06-02,Central Library,226,40.6,10.3,266.3,1363.6,9551.7,116.8
2025-06-03,Engineering Block,484,41.8,11.4,423.0,1879.1,18503.5,215.9
2025-06-03,Science Block,370,41.8,11.9,473.4,1731.3,15690.2,201.8
2025-06-03,Admin Block,120,41.8,11.6,267.3,1301.6,9851.8,99.5
2025-06-03,Student Hostel,1500,41.8,12.6,234.3,2900.8,49549.4,669.0
2025-06-03,Central Library,243,41.8,11.1,269.2,1425.7,11275.6,115.3
2025-06-04,Engineering Block,471,36.9,7.5,487.9,1693.4,17273.9,215.8
2025-06-04,Science Block,334,36.9,7.6,467.4,1388.7,14982.2,172.8
2025-06-04,Admin Block,109,36.9,8.5,306.5,1147.7,8763.9,21.9
2025-06-04,Student Hostel,1500,36.9,8.0,299.2,2623.8,49462.0,672.2
2025-06-04,Central Library,218,36.9,8.1,278.2,1195.4,9645.6,95.7
2025-06-05,Engineering Block,490,36.9,9.1,471.4,1839.6,18153.0,231.1
2025-06-05,Science Block,351,36.9,8.4,453.0,1458.0,15522.1,185.2
2025-06-05,Admin Block,122,36.9,7.6,308.0,1085.9,9353.6,78.8
2025-06-05,Student Hostel,1500,36.9,8.8,244.1,2675.1,49637.9,679.5
2025-06-05,Central Library,223,36.9,8.2,279.1,1173.1,9479.1,94.9
2025-06-06,Engineering Block,442,36.4,7.4,460.9,1593.6,17356.4,209.6
2025-06-06,Science Block,354,36.4,8.1,499.1,1409.6,16333.9,167.0
2025-06-06,Admin Block,113,36.4,8.4,260.2,1158.5,9632.0,101.5
2025-06-06,Student Hostel,1500,36.4,7.9,267.5,2678.3,49863.8,650.8
2025-06-06,Central Library,250,36.4,7.1,279.0,1134.8,9323.9,111.6
2025-06-07,Engineering Block,72,39.7,2.2,427.7,957.8,12173.7,109.8
2025-06-07,Science Block,57,39.7,2.2,463.3,778.1,12537.1,93.3
2025-06-07,Admin Block,18,39.7,2.1,256.5,532.8,7268.4,36.6
2025-06-07,Student Hostel,1350,39.7,11.3,277.3,2662.8,46566.4,632.9
2025-06-07,Central Library,36,39.7,2.2,262.3,1057.6,7822.0,79.5
2025-06-08,Engineering Block,72,40.5,2.0,483.9,876.6,13366.7,97.8
2025-06-08,Science Block,57,40.5,2.3,426.7,833.0,11179.7,110.0
2025-06-08,Admin Block,18,40.5,2.0,,419.9,7704.8,36.2
2025-06-08,Student Hostel,1350,40.5,11.1,289.8,2709.4,47499.6,606.7
2025-06-08,Central Library,36,40.5,2.0,230.2,627.1,8547.3,43.9
2025-06-09,Engineering Block,459,34.8,6.6,468.0,1555.5,38686.9,241.3
2025-06-09,Science Block,357,34.8,7.2,512.6,1406.2,16237.7,180.5
2025-06-09,Admin Block,124,34.8,6.7,318.5,999.3,8826.1,86.9
2025-06-09,Student Hostel,1500,34.8,7.2,242.1,2606.1,49171.4,650.7
2025-06-09,Central Library,213,34.8,6.5,269.7,1076.7,8676.5,79.3
2025-06-10,Engineering Block,417,40.1,10.5,456.5,1814.6,18264.2,208.9
2025-06-10,Science Block,394,40.1,10.9,457.2,1738.9,15274.5,178.5
2025-06-10,Admin Block,122,40.1,9.8,251.6,1188.8,8724.4,111.2
2025-06-10,Student Hostel,1500,40.1,11.0,252.9,2814.2,50372.7,653.8
2025-06-10,Central Library,217,40.1,10.4,220.5,1404.3,9581.1,91.9
2025-06-11,Engineering Block,482,39.8,10.1,452.4,1853.6,19109.3,215.2
2025-06-11,Science Block,360,39.8,11.2,444.7,1667.9,15525.6,171.7
2025-06-11,Admin Block,107,39.8,10.6,298.2,1225.4,9442.9,72.3
2025-06-11,Student Hostel,1500,39.8,9.9,214.2,2768.4,50200.4,700.7
2025-06-11,Central Library,235,39.8,9.9,247.7,1270.8,9703.7,82.8
2025-06-12,Engineering Block,489,36.3,8.5,471.6,1754.5,37368.5,229.5
2025-06-12,Science Block,366,36.3,8.8,444.0,1498.0,16052.7,142.2
2025-06-12,Admin Block,104,36.3,8.0,225.5,1093.6,8759.5,69.6
2025-06-12,Student Hostel,1500,36.3,7.3,236.2,2607.9,49476.4,667.2
2025-06-12,Central Library,234,36.3,7.6,221.9,1234.4,10162.2,99.7
2025-06-13,Engineering Block,477,40.3,10.9,445.9,1890.7,18300.3,213.7
2025-06-13,Science Block,386,40.3,10.6,461.7,1667.7,17064.3,189.6
2025-06-13,Admin Block,104,40.3,11.3,249.6,1261.8,8857.2,34.2
2025-06-13,Student Hostel,1500,40.3,10.9,269.4,2804.1,50294.6,700.4
2025-06-13,Central Library,248,40.3,9.8,259.4,1332.2,10510.5,100.6
2025-06-14,Engineering Block,72,39.7,1.9,430.6,875.8,12472.5,71.9
2025-06-14,Science Block,57,39.7,1.9,457.9,798.6,10936.5,111.3
2025-06-14,Admin Block,18,39.7,2.0,260.5,576.4,7469.4,51.2
2025-06-14,Student Hostel,1350,39.7,10.8,226.7,2649.6,46364.4,637.4
2025-06-14,Central Library,36,39.7,2.1,284.7,580.6,7836.1,52.6
2025-06-15,Engineering Block,72,39.3,2.1,425.7,1491.1,13498.9,106.2
2025-06-15,Science Block,57,39.3,1.8,428.4,720.1,10600.3,100.7
2025-06-15,Admin Block,18,39.3,2.1,275.3,585.8,7010.5,32.0
2025-06-15,Student Hostel,1350,39.3,10.2,280.9,2642.2,45340.9,625.6
2025-06-15,Central Library,36,39.3,2.1,264.2,618.8,7987.5,53.6
2025-06-16,Engineering Block,481,41.0,11.3,465.6,1931.0,19696.7,216.7
2025-06-16,Science Block,383,41.0,11.6,468.4,1769.1,16169.6,175.2
2025-06-16,Admin Block,117,41.0,10.8,255.3,1257.2,9807.7,72.1
2025-06-16,Student Hostel,1500,41.0,11.7,254.4,2879.9,49778.6,671.1
2025-06-16,Central Library,246,41.0,11.6,263.0,1439.7,10262.9,88.2
2025-06-17,Engineering Block,482,37.0,8.1,500.8,1746.2,18730.8,206.4
2025-06-17,Science Block,358,37.0,8.4,478.2,1486.0,15940.6,162.0
2025-06-17,Admin Block,105,37.0,8.8,224.6,1063.4,8991.4,76.3
2025-06-17,Student Hostel,1500,37.0,7.5,302.6,2639.2,49143.9,682.8
2025-06-17,Central Library,246,37.0,8.6,279.4,1221.8,9789.3,88.1
2025-06-18,Engineering Block,490,39.7,10.3,448.7,1909.8,18809.5,216.0
2025-06-18,Science Block,378,39.7,9.8,496.9,1587.3,16640.9,167.9
2025-06-18,Admin Block,115,39.7,9.3,256.9,1195.4,9421.3,71.8
2025-06-18,Student Hostel,1500,39.7,10.4,258.2,2713.9,49880.2,667.2
2025-06-18,Central Library,230,39.7,9.3,270.1,1288.6,8956.5,84.0
2025-06-19,Engineering Block,416,42.5,12.2,433.3,1969.8,18654.2,177.4
2025-06-19,Science Block,357,42.5,12.8,464.4,1757.9,16206.9,153.6
2025-06-19,Admin Block,117,42.5,13.0,306.3,1460.5,9738.3,75.8
2025-06-19,Student Hostel,1500,42.5,11.8,288.0,2852.5,50342.8,649.5
2025-06-19,Central Library,246,42.5,12.7,315.2,1564.9,10202.6,61.6
2025-06-20,Engineering Block,443,36.7,7.5,494.5,1625.2,17740.1,222.3
2025-06-20,Science Block,341,36.7,7.4,536.2,1334.4,15315.0,177.6
2025-06-20,Admin Block,119,36.7,7.6,266.9,1066.0,9472.8,71.6
2025-06-20,Student Hostel,1500,36.7,7.9,280.2,2570.9,49456.9,673.2
2025-06-20,Central Library,229,36.7,7.8,234.8,1154.0,9180.6,106.6
2025-06-21,Engineering Block,72,33.5,1.0,502.2,847.3,13163.5,122.7
2025-06-21,Science Block,57,33.5,1.4,496.2,771.6,10497.9,64.4
2025-06-21,Admin Block,18,33.5,1.2,263.8,458.2,7437.4,30.4
2025-06-21,Student Hostel,1350,33.5,5.6,244.5,2355.4,45823.5,631.9
2025-06-21,Central Library,36,33.5,1.1,312.3,534.8,6879.6,53.3
2025-06-22,Engineering Block,72,37.5,1.8,495.3,944.3,12253.2,125.6
2025-06-22,Science Block,57,37.5,1.6,498.0,764.2,11743.2,85.0
2025-06-22,Admin Block,18,37.5,1.7,261.8,491.3,7386.9,31.2
2025-06-22,Student Hostel,1350,37.5,9.7,249.6,2633.1,45699.6,633.2
2025-06-22,Central Library,36,37.5,1.6,284.6,576.2,7986.6,53.9
2025-06-23,Engineering Block,411,41.9,11.5,435.3,1896.1,17698.1,196.5
2025-06-23,Science Block,392,41.9,11.6,434.8,1739.3,33810.0,184.6
2025-06-23,Admin Block,125,41.9,11.5,252.0,1308.1,9590.3,116.7
2025-06-23,Student Hostel,1500,41.9,12.0,279.3,2916.1,50478.3,669.3
2025-06-23,Central Library,239,41.9,12.6,280.1,1556.1,10347.4,110.4
2025-06-24,Engineering Block,413,38.0,9.4,467.3,1711.8,17368.6,199.0
2025-06-24,Science Block,363,38.0,9.0,468.9,1535.3,15450.6,177.6
2025-06-24,Admin Block,116,38.0,10.0,288.9,1260.2,8992.0,82.0
2025-06-24,Student Hostel,1500,38.0,8.8,249.3,2665.0,50014.2,685.4
2025-06-24,Central Library,238,38.0,9.0,260.8,1350.9,10016.3,109.7
2025-06-25,Engineering Block,448,32.8,6.3,504.6,1600.3,17710.2,216.0
2025-06-25,Science Block,388,32.8,6.4,541.4,1433.2,15382.6,171.6
2025-06-25,Admin Block,123,32.8,5.3,242.9,921.6,8776.4,64.5
2025-06-25,Student Hostel,1500,32.8,5.2,272.9,2434.6,49373.2,649.7
2025-06-25,Central Library,230,32.8,5.4,281.6,1045.3,9245.1,136.3
2025-06-26,Engineering Block,493,35.4,7.1,479.7,1604.8,18398.6,232.8
2025-06-26,Science Block,398,35.4,6.4,487.2,1405.3,15165.5,199.3
2025-06-26,Admin Block,113,35.4,7.7,248.2,1107.9,9287.4,76.4
2025-06-26,Student Hostel,1500,35.4,6.4,261.8,2485.5,50177.4,687.4
2025-06-26,Central Library,224,35.4,8.1,291.2,1195.2,9907.5,109.7
2025-06-27,Engineering Block,481,37.8,8.3,499.0,1757.7,17501.4,208.9
2025-06-27,Science Block,375,37.8,8.6,449.3,1477.9,16317.8,188.8
2025-06-27,Admin Block,102,37.8,9.0,248.7,1170.1,8362.7,99.6
2025-06-27,Student Hostel,1500,37.8,8.3,271.8,2661.7,50086.1,665.0
2025-06-27,Central Library,229,37.8,9.0,229.0,1258.6,10345.7,104.1
2025-06-28,Engineering Block,72,41.4,2.3,399.2,943.6,13615.4,122.8
2025-06-28,Science Block,57,41.4,2.4,429.1,788.6,12295.7,89.4
2025-06-28,Admin Block,18,41.4,2.4,244.6,572.8,8051.9,39.7
2025-06-28,Student Hostel,1350,41.4,11.9,268.3,2750.5,46621.4,625.8
2025-06-28,Central Library,36,41.4,2.1,253.6,627.3,7638.6,54.7
2025-06-29,Engineering Block,72,40.3,2.0,434.1,885.6,13271.0,64.5
2025-06-29,Science Block,57,40.3,2.3,464.1,842.1,12318.9,103.1
2025-06-29,Admin Block,18,40.3,2.3,254.8,567.5,6832.9,34.6
2025-06-29,Student Hostel,1350,40.3,10.9,290.0,2709.3,47034.4,626.7
2025-06-29,Central Library,36,40.3,2.1,288.6,590.9,8309.8,43.3
2025-06-30,Engineering Block,443,35.1,7.2,473.6,1536.1,18082.0,197.3
2025-06-30,Science Block,339,35.1,6.5,493.9,1433.0,15877.6,172.6
2025-06-30,Admin Block,120,35.1,7.5,283.4,1067.4,8923.1,83.9
2025-06-30,Student Hostel,1500,35.1,7.3,288.4,2538.2,50476.5,665.9
2025-06-30,Central Library,245,35.1,6.4,267.9,1186.4,10184.2,89.9
2025-07-01,Engineering Block,1259,31.0,4.2,511.4,2201.3,28441.2,430.3
2025-07-01,Science Block,883,31.0,4.4,535.9,1789.8,22447.3,320.1
2025-07-01,Admin Block,275,31.0,4.4,296.6,1159.5,11870.3,106.2
2025-07-01,Student Hostel,1500,31.0,4.6,266.4,2385.2,48896.5,654.9
2025-07-01,Central Library,567,31.0,4.4,260.1,1372.6,12701.1,202.4
2025-07-02,Engineering Block,1170,32.0,4.2,515.7,2105.3,27527.8,390.8
2025-07-02,Science Block,880,32.0,5.3,426.2,1825.5,22908.3,346.7
2025-07-02,Admin Block,301,32.0,5.5,300.9,1294.8,12763.4,139.2
2025-07-02,Student Hostel,1500,32.0,5.6,304.5,2381.3,48483.5,643.8
2025-07-02,Central Library,556,32.0,4.5,305.1,1316.4,13241.7,136.0
2025-07-03,Engineering Block,1092,30.8,4.5,477.5,2044.3,26070.7,369.6
2025-07-03,Science Block,935,30.8,4.4,478.1,1750.4,22021.1,341.2
2025-07-03,Admin Block,278,30.8,4.0,318.3,1131.6,10654.1,171.6
2025-07-03,Student Hostel,1500,30.8,3.1,330.0,2320.1,48216.9,704.1
2025-07-03,Central Library,616,30.8,3.7,303.1,1377.7,13093.5,197.1
2025-07-04,Engineering Block,1162,32.0,5.7,522.5,2212.9,27481.5,425.3
2025-07-04,Science Block,895,32.0,5.6,489.1,1762.7,22104.5,316.3
2025-07-04,Admin Block,314,32.0,4.7,250.2,1216.3,12725.2,167.1
2025-07-04,Student Hostel,1500,32.0,4.6,303.6,2339.5,48825.2,667.2
2025-07-04,Central Library,562,32.0,4.9,265.9,1412.4,12202.2,156.5
2025-07-05,Engineering Block,180,31.7,0.8,512.9,957.7,13648.4,163.7
2025-07-05,Science Block,142,31.7,1.1,506.3,834.1,12521.1,122.1
2025-07-05,Admin Block,45,31.7,0.8,292.5,454.1,6836.1,75.6
2025-07-05,Student Hostel,1350,31.7,4.8,290.1,2319.8,45265.4,611.6
2025-07-05,Central Library,90,31.7,0.8,321.0,597.4,8078.0,39.7
2025-07-06,Engineering Block,180,34.9,1.4,465.7,1037.4,13670.8,136.7
2025-07-06,Science Block,142,34.9,1.4,448.9,806.1,11651.0,115.0
2025-07-06,Admin Block,45,34.9,1.5,286.7,536.7,8017.2,48.0
2025-07-06,Student Hostel,1350,34.9,6.3,267.2,2327.9,46525.0,624.6
2025-07-06,Central Library,90,34.9,1.3,309.1,640.8,8249.1,67.0
2025-07-07,Engineering Block,1154,30.2,3.5,489.1,2027.6,27131.0,415.4
2025-07-07,Science Block,960,30.2,4.0,515.2,1851.0,23832.0,338.2
2025-07-07,Admin Block,306,30.2,2.8,245.2,1072.2,12364.4,131.7
2025-07-07,Student Hostel,1500,30.2,4.0,336.0,2405.0,48579.6,670.2
2025-07-07,Central Library,598,30.2,4.5,239.0,1381.4,14203.9,166.6
2025-07-08,Engineering Block,1049,33.0,6.2,470.4,2091.5,26432.8,377.7
2025-07-08,Science Block,887,33.0,4.9,464.3,1820.8,23746.9,321.6
2025-07-08,Admin Block,284,33.0,5.3,312.7,1264.8,11723.8,115.2
2025-07-08,Student Hostel,1500,33.0,6.4,220.8,2546.7,48776.8,681.6
2025-07-08,Central Library,626,33.0,5.8,274.8,1533.7,13130.0,174.7
2025-07-09,Engineering Block,1077,29.0,3.4,467.3,2039.9,25169.8,410.7
2025-07-09,Science Block,972,29.0,3.7,448.3,1831.3,22218.6,377.3
2025-07-09,Admin Block,260,29.0,3.6,285.4,1105.1,11781.0,99.7
2025-07-09,Student Hostel,1500,29.0,3.7,286.5,2305.0,49460.7,687.6
2025-07-09,Central Library,622,29.0,3.3,242.8,1374.6,13025.2,149.4
2025-07-10,Engineering Block,1141,33.3,5.5,446.9,2102.0,26628.9,399.6
2025-07-10,Science Block,817,33.3,6.1,483.2,1746.9,20945.2,281.5
2025-07-10,Admin Block,273,33.3,5.0,299.3,1219.9,12199.5,145.0
2025-07-10,Student Hostel,1500,33.3,6.5,241.6,2498.1,48180.4,650.9
2025-07-10,Central Library,541,33.3,6.2,284.3,1467.5,12051.1,156.1
2025-07-11,Engineering Block,1230,32.6,6.2,497.4,2264.5,29409.6,415.4
2025-07-11,Science Block,926,32.6,6.1,500.5,1890.2,22983.5,322.9
2025-07-11,Admin Block,280,32.6,4.8,300.6,1214.3,11979.6,129.9
2025-07-11,Student Hostel,1500,32.6,5.2,304.4,2419.5,48796.0,672.0
2025-07-11,Central Library,532,32.6,6.0,284.4,1387.9,12404.0,164.2
2025-07-12,Engineering Block,180,27.2,0.5,435.3,922.9,12517.0,143.5
2025-07-12,Science Block,142,27.2,0.5,499.8,720.9,10426.6,100.8
2025-07-12,Admin Block,45,27.2,0.5,254.5,504.0,6913.1,33.8
2025-07-12,Student Hostel,1350,27.2,3.0,243.4,2166.7,44730.7,640.7
2025-07-12,Central Library,90,27.2,0.5,288.0,670.8,6189.0,81.4
2025-07-13,Engineering Block,180,31.5,1.0,506.6,979.1,13190.0,124.0
2025-07-13,Science Block,142,31.5,0.9,519.7,794.4,11337.8,102.0
2025-07-13,Admin Block,45,31.5,1.1,292.3,509.4,6848.6,65.0
2025-07-13,Student Hostel,1350,31.5,3.8,295.3,2226.0,46286.8,600.9
2025-07-13,Central Library,90,31.5,1.1,272.2,680.6,6985.2,37.7
2025-07-14,Engineering Block,1095,30.5,4.8,540.8,2067.3,25914.9,373.1
2025-07-14,Science Block,817,30.5,3.1,454.7,1595.6,21391.8,296.8
2025-07-14,Admin Block,314,30.5,4.7,259.1,1284.4,12260.5,124.6
2025-07-14,Student Hostel,1500,30.5,4.5,287.6,2404.6,48469.3,687.7
2025-07-14,Central Library,530,30.5,3.9,273.3,1266.2,13428.0,121.7
2025-07-15,Engineering Block,1146,29.6,3.6,483.8,2041.3,26885.4,378.1
2025-07-15,Science Block,812,29.6,3.7,481.9,1596.7,20039.2,276.8
2025-07-15,Admin Block,264,29.6,3.1,302.9,1010.8,9873.0,139.4
2025-07-15,Student Hostel,1500,29.6,3.0,321.0,2285.3,48974.3,675.2
2025-07-15,Central Library,598,29.6,3.9,269.5,1341.3,13716.1,187.3
2025-07-16,Engineering Block,1248,32.6,5.1,487.4,2208.7,28776.2,438.7
2025-07-16,Science Block,969,32.6,4.6,476.0,1842.9,23288.9,340.4
2025-07-16,Admin Block,284,32.6,5.2,269.8,1239.8,11410.4,152.3
2025-07-16,Student Hostel,1500,32.6,6.0,307.5,2449.5,48865.9,657.1
2025-07-16,Central Library,560,32.6,5.8,285.0,1451.9,12337.4,166.0
2025-07-17,Engineering Block,1102,32.2,5.0,491.8,2137.0,26820.7,410.0
2025-07-17,Science Block,907,32.2,4.6,435.3,1807.2,22468.1,329.2
2025-07-17,Admin Block,309,32.2,5.7,260.5,1303.1,12430.2,145.5
2025-07-17,Student Hostel,1500,32.2,4.3,271.2,2386.6,48519.6,660.2
2025-07-17,Central Library,540,32.2,4.2,268.9,1307.3,12539.6,156.1
2025-07-18,Engineering Block,1230,31.4,4.1,495.2,2111.7,27906.9,418.5
2025-07-18,Science Block,991,31.4,5.2,474.9,1906.1,24155.0,322.8
2025-07-18,Admin Block,261,31.4,4.5,252.1,1158.9,11238.2,98.2
2025-07-18,Student Hostel,1500,31.4,5.2,288.4,2484.4,48623.3,644.3
2025-07-18,Central Library,553,31.4,4.8,237.2,1347.8,12283.9,170.9
2025-07-19,Engineering Block,180,32.2,0.9,551.7,974.3,13800.7,124.8
2025-07-19,Science Block,142,32.2,1.1,453.4,835.6,11842.5,97.5
2025-07-19,Admin Block,45,32.2,1.0,276.0,517.0,7329.7,53.7
2025-07-19,Student Hostel,1350,32.2,6.0,232.4,2376.4,45425.7,619.4
2025-07-19,Central Library,90,32.2,1.1,284.1,611.9,7172.1,36.8
2025-07-20,Engineering Block,180,33.7,1.3,446.7,963.7,13625.3,110.4
2025-07-20,Science Block,142,33.7,1.3,482.9,801.4,11111.4,103.9
2025-07-20,Admin Block,45,33.7,1.2,248.0,523.7,7530.8,27.1
2025-07-20,Student Hostel,1350,33.7,6.1,291.9,2400.5,45721.4,640.3
2025-07-20,Central Library,90,33.7,1.1,280.5,596.4,8193.5,71.4
2025-07-21,Engineering Block,1164,31.1,5.0,482.5,2126.7,27022.8,437.4
2025-07-21,Science Block,965,31.1,4.6,485.5,1772.0,23755.5,311.5
2025-07-21,Admin Block,271,31.1,4.8,277.0,1164.4,11608.2,152.9
2025-07-21,Student Hostel,1500,31.1,4.1,304.8,2365.3,48771.1,685.4
2025-07-21,Central Library,615,31.1,4.0,309.1,1432.4,13506.6,180.9
2025-07-22,Engineering Block,1048,29.7,3.2,507.5,1916.7,25905.0,413.0
2025-07-22,Science Block,858,29.7,3.2,507.7,1624.5,21187.0,302.6
2025-07-22,Admin Block,281,29.7,3.5,230.3,1122.3,11202.2,108.9
2025-07-22,Student Hostel,1500,29.7,4.0,257.4,2364.6,48433.0,655.1
2025-07-22,Central Library,619,29.7,3.2,248.5,1319.4,13799.0,183.7
2025-07-23,Engineering Block,1175,31.2,4.0,520.9,2138.9,26917.3,420.1
